Key	Type	Desc	English	Polish	German
TheCore/SoulOfHydraBossDesertHint1	Text	 [new]	A titanic creature lurks in the deep sands of the dry wasteland to the {0}.	Tytaniczna istota czai się w głębokich piaskach suchego pustkowia na {0}.	Eine titanische Kreatur lauert in den tiefen Sanden des trockenen Ödlands {0} von hier.
TheCore/SoulOfHydraBossDesertHint2	Text	 [new]	An adversary to Ra-Akar, called upon by an ancient song.	Przeciwnik Ra-Akara, wezwany przez starożytną pieśń.	Ein Widersacher von Ra-Akar, durch ein uraltes Lied beschworen.
TheCore/SoulOfHydraBossNatureHint1	Text	 [new]	A titanic creature lurks in the undergrowth of the ancient forest to the {0}.	Tytaniczna istota czai się w zaroślach starożytnego lasu do {0}.	Eine titanische Kreatur lauert im Unterholz des antiken Urwaldes {0} von hier.
TheCore/SoulOfHydraBossNatureHint2	Text	 [new]	An adversary to Azeos, called upon by an ancient song.	Przeciwnik Azeosa, wezwany przez starożytną pieśń.	Ein Widersacher von Azeos, durch ein uraltes Lied beschworen.
TheCore/SoulOfHydraBossSeaHint1	Text	 [new]	A titanic creature lurks in the cold depths of the deep ocean to the {0}.	Tytaniczna istota czai się w zimnych głębinach oceanu do {0}.	Eine titanische Kreatur lauert in den eisigen Tiefen des tiefen Ozeans {0} von hier.
TheCore/SoulOfHydraBossSeaHint2	Text	 [new]	An adversary to Omoroth, called upon by an ancient song.	Przeciwnik Omorotha, wezwany przez starożytną pieśń.	Ein Widersacher von Omoroth, durch ein uraltes Lied beschworen.
TheCore/SoulOfOctopusBossHint1	Text		The sunken sea in which Omoroth resides can be found to the {0} from here.	Głębiny Morza, w których mieszka Omoroth, znajdują się {0} stąd.	Das versunkene Meer, in welchem Omoroth haust, befindet sich {0} von hier.
TheCore/SoulOfOctopusBossHint2	Text		Omoroth only arises from the depth when there's a lure valuable enough for it.	Omoroth wynurza się z głębin tylko wtedy, gdy znajdzie się dla niego wystarczająco cenna przynęta.	Omoroth erwacht nur aus den Tiefen, wenn es Beute gibt, die zu holen es sich lohnt.
TheCore/SoulOfScarabBossHint1	Text		The desert of beginnings in which Ra-Akar resides can be found to the {0} from here.	Pustynię Początków, na której mieszka Ra-Akar, można znaleźć {0} stąd.	Die Wüste des Anbeginns, in der Ra-Akar ruht, befindet sich {0} von hier.
TheCore/SoulOfScarabBossHint2	Text		Ra-Akar slumbers deep in the sands and only emerges when disturbed by intruders.	Ra-Akar śpi głęboko w piaskach i wynurza się tylko wtedy, gdy przeszkadzają mu intruzi.	Ra-Akar schlummert in den Tiefen des Sandes und erwacht nur, wenn Eindringlinge seine Ruhe stören.
TheCore/TheGreatWallHint1	Text		Thou must travel far out to the Great Wall and lay a hand upon it to open it.	Musisz udać się daleko do Wielkiego Muru i położyć na nim dłoń, aby go otworzyć.	Ihr müsst weit reisen, bis zu Großen Mauer, und Eure Hand an sie legen.
TheCore/TheGreatWallHint2	Text		The titans can be found beyond the Great Wall.	Tytanów można znaleźć za Wielkim Murem.	Die Titanen können weit jenseits der großen Mauer gefunden werden.
TotalItemLevel	Text		Total item level: {0}	Całkowity poziom przedmiotu: {0}	Gesamte Gegenstandsstufe: {0}
TurnOffSeasons	Text		Turn off seasons	Wyłącz sezony	Saisons ausschalten
WeaponSecondary/ArcSlash	Text		Wide Slash	Szerokie Cięcie	Breiter Hieb
WeaponSecondary/BatMinion	Text	 [new]	Summons a ranged bat minion.	Przywołuje dystansowego sługusa-nietoperza.	Beschwört einen Fernkampf-Flügel-Unterling.
WeaponSecondary/BouncingShot	Text	 [new]	Bouncing Shot	Odbijający Strzał	Abprall-Schuss
WeaponSecondary/ChargedMultishot	Text		Strong Multishot	Silny Wielostrzał	Starker Mehrfach-Schuss
WeaponSecondary/ChargedShot	Text		Strong Shot	Silny strzał	Starker Schuss
WeaponSecondary/ChargedThrust	Text		Charged Thrust	Naładowane Pchnięcie	Gezielter Stoß
WeaponSecondary/ExplosiveBolt	Text		Explosive Projectile	Wybuchowy pocisk	Explosiv-Projektil
WeaponSecondary/MeleeMinion	Text	 [new]	Summons a melee skeleton minion.	Przywołuje szkieletowego sługusa do walki wręcz.	Beschwört einen Nahkampf-Skelettunterling.
WeaponSecondary/MinionDamage	Text	 [new]	Minion damage: {0}	Obrażenia zadawane przez sługusa: {0}	Unterlingschaden: {0}
WeaponSecondary/MinionHealth	Text	 [new]	Minion health: {0}	Zdrowie sługusa: {0}	Unterlinggesundheit: {0}
WeaponSecondary/MinionLifespan	Text	 [new]	Minion lifespan: {0} sec	Żywotność sługusa: {0} sek.	Lebensspanne der Unterlinge: {0} Sek.
WeaponSecondary/OrbitingMinion	Text	 [new]	Summons an orbiting jellyfish minion dealing damage on impact.	Przywołuje orbitującego sługusa meduzę zadającego obrażenia przy uderzeniu.	Beschwört einen kreisenden Quallen-Unterling, der beim Aufprall Schaden verursacht.
WeaponSecondary/PiercingShot	Text		Piercing Shot	Przebijający strzał	Durchdringender Schuss
WeaponSecondary/TrailingCrystals	Text		Trailing Crystals	Kryształy smugowe	Schleppkristalle
WeaponSpeed	Text		{0} attacks per second	{0} ataku na sekundę	{0} Angriffe pro Sekunde
additionalItemGained	Text	"For example"" Gained 5 extra mushroom soup!"""	Gained {0} extra {1}!	Otrzymano {0} dodatkowych {1}!	{0} {1} zusätzlich erhalten!
additionalSlotsStat	Text		+{0} inventory slots	+{0} slotów ekwipunku	+{0} Inventar-Slots
ancientCoins	Text	"For example ""14 ancient coins"""	{0} ancient coins	{0} antycznych monet 	{0} antike Münzen
anyCommonEdibleObject	Text	Shown on items as a requirement for the material used in crafting	Any cooked food of uncommon or lower rarity	Dowolna gotowana żywność o rzadkiej lub niższej rzadkości	Jede Art von zubereitetem Essen mit der Seltenheitsstufe „ungewöhnlich“ oder niedriger
anyRareEdibleObject	Text	Shown on items as a requirement for the material used in crafting	Any cooked food of rare or higher rarity	Dowolna gotowana żywność o rzadkiej lub wyższej rzadkości	Jede Art von zubereitetem Essen mit der Seltenheitsstufe „selten“ oder höher
anySandObject	Text		Any sand block	Dowolny blok piasku	Jeder Sand-Block
areYouSure	Text		Hardcore!? Are you sure?	Hardcore!? Jesteś pewien?	Hardcore!? Bist du sicher?
audioOptions	Text		Audio settings	Ustawienia audio	Toneinstellungen
back	Text		Back	Wstecz	Zurück
backToTitle	Text		Exit to title screen	Wyjście do ekranu tytułowego	Zurück zum Titelbildschirm
bagSlot	Text		Bag slot	Miejsce na torbę	Taschen-Slot
banPlayerDialogue	Text		Do you want to ban this player?	Czy chcesz zbanować tego gracza?	Möchtest du diesen Spieler sperren?
base	Text	Shown as title in crafting window	Base	Baza	Basis
body	Text	Option to choose gender	Body	Płeć	Körper
bouncingProjectiles	Text	 [new]	Projectiles bounce on impact	Pociski odbijają się przy uderzeniu	Geschosse prallen beim Einschlag ab
buffsOwner	Text	"{0} will be replaced with a buff text such as ""Buffs owner with: +5% attack speed"""	Buffs owner with: {0}	Wzmacnia właściciela za pomocą: {0}	Verleiht dem Besitzer folgenden Buff: {0}
buffsOwnerTitle	Text		Buffs owner with:	Wzmacnia właściciela za pomocą:	Verleiht dem Besitzer folgenden Buff:
buildings	Text		Buildings	Budynki	Gebäude
buy	Text		Buy	Kup	Kaufen
canBeCooked	Text	Shown as a tag in description of items  that can be cooked.	Can be cooked	Można ugotować 	Kann gekocht werden
canBeEquippedInOffhand	Text		Can be equipped in off-hand	Może być używany z drugiej ręki	Kann in der Zweithand getragen werden
canBePainted	Text		Can be painted	Może być malowane	Kann bemalt werden
cancelDialogue	Text		Cancel	Anuluj	Abbrechen
cantBanAdmin	Text		You cannot ban admins.	Nie można banować administratorów.	Du kannst keine Admins sperren.
cantBanYourself	Text		You cannot ban yourself	Nie możesz zbanować siebie	Du kannst dich nicht selbst sperren.
cantBeReinforced	Text		Cannot be reinforced	Nie można wzmocnić	Kann nicht verstärkt werden
cantRemoveAdmin	Text		You cannot remove admin privileges from this player.	Nie można odebrać uprawnień administratora temu graczowi.	Du kannst diesem Spieler die Administratorrechte nicht entziehen.
cantRemoveAdminFromYourself	Text		You cannot remove admin privileges from yourself.	Nie możesz odebrać sobie uprawnień administratora.	Du kannst dir die Administratorrechte nicht selbst entziehen.
cattle	Text		Cattle	Zwierzę	Nutztier
caughtItem	Text	Shown in chat when for example catching an item through fishing where {0} is the name of the item	Caught: {0}	Wyłowiono: {0}	Gefangen: {0}
changeProfile	Text		Change profile	Zmień profil	Profil wechseln
character	Text		Character	Postać	Charakter
characterBackground	Text	As in what type of character such as Miner, Explorer etc.	Background	Profesja	Hintergrund
cheatDeath	Text		Cheated death!	Oszukana śmierć!	Den Tod betrogen!
chestSlot	Text	Chest as in the breast armor slot	Chest slot	Slot klatki piersiowej	Oberkörper-Slot
classicWorldBlocked	Text	 [new]	Invalid access: Starting classic worlds is not available in the free version of the game.	Nieprawidłowy dostęp: Uruchamianie klasycznych światów nie jest dostępne w darmowej wersji gry.	Ungültiger Zugriff: Das Starten klassischer Welten ist in der kostenlosen Version des Spiels nicht möglich.
click	Text		Click	Kliknij	Klicken
clickToActivate	Text		Click to activate.	Kliknij, aby aktywować.	Zum Aktivieren klicken.
clickToDeactivate	Text		Click to deactivate.	Kliknij, aby dezaktywować.	Zum Deaktivieren klicken.
components	Text		Components	Komponenty	Komponenten
confirm	Text		Confirm	Potwierdź	Bestätigen
connecting	Text		Connecting...	Łączenie...	Verbinden ...
connectionFailed	Text		Connection failed	Połączenie nie powiodło się	Verbindung fehlgeschlagen
continue	Text		Continue	Kontynuuj	Fortsetzen
controls	Text		Controls	Sterowanie	Steuerung
cooking	Text		Cooking	Gotowanie	Kochen
copyGameID	Text		Copy game ID	Kopiuj identyfikator gry	Spiel-ID kopieren
crafting	Text	Shown as title in crafting window	Crafting	Tworzenie	Fertigung
createCharacter	Text		Create character	Tworzenie postaci	Charakter erstellen
creativeModeOptions	Text		Creative mode options	Opcje trybu kreatywnego	Kreativmodus-Einstellungen
crystalSlot	Text	Used as hint when hovering a slot that needs a crystal	Crystal slot	Slot na kryształ	Kristall-Slot
currentlySaving	Text		Saving...	Zapisywanie...	Speichert ...
damage	Text	"The damage of an item like a trap or a turret shown when hovering it, for example ""19-22 damage"""	{0}-{1} damage	{0}-{1} obrażeń	{0}-{1} Schaden
dateFormat	Text	"{0} = year (number)
{1} = day (number)
{2} = month (word) (please see the ""months"" string)
 
e.g. for english: May 25, 1991"	{2} {1}, {0}	{1} {2} {0}	{2} {1}, {0}
delete	Text		Delete	Usuń	Löschen
deleteCharacter	Text		Delete character	Usuń postać	Charakter löschen
deleteCharactersMenu	Text		Delete characters menu	Usuń menu postaci	Menü zum Löschen von Charakteren
deleteSaveDatasTitle	Text		Delete progress	Usuń postęp	Fortschritt löschen
developersGallery	Text		Developers' gallery	Galeria deweloperów	Entwickler-Galerie
disableGodMode	Text		Disable god mode	Wyłącz tryb boga	Gott-Modus deaktivieren
disableWorldSimulation	Text		Pause world	Wstrzymywanie świata	Welt pausieren
dodge	Text	This text appears when a character dodges an attack	dodge	unik	ausweichen
done	Text		Done	Zrobione	Fertig
dontShowAgain	Text		Don't show again	Nie pokazuj ponownie	Nicht wieder anzeigen
down	Text		Move down	Ruch w dół	Nach unten
dresser	Text		Dresser	Komoda	Kommode
dropToWorld	Text		Drop item: 	Upuść przedmiot:	"""Gegenstand ablegen:"
durability	Text	"For example ""Durability 159/500"""	Durability: {0}/{1}	Wytrzymałość: {0}/{1}	Haltbarkeit: {0}/{1}
durabilityLost	Text		Some durability on equipment was lost.	Wytrzymałość jakiegoś wyposażenia spadła.	Die Ausrüstung hat ein wenig Haltbarkeit verloren.
durationMin	Text	"Shown at end of buff text with a duration such as ""+2 health every sec for 1 min"" where
{0} is replaced with  ""+2 health every sec"" and
{1} is replaced with ""1"""	{0} for {1} min	{0} na {1} min	{0} für {1} Min.
durationMinSec	Text	"Shown at end of buff text with a duration such as ""+2 health every sec for 1 min 15 sec"" where
{0} is replaced with  ""+2 health every sec"" and
{1} is replaced with ""1""
{2} is replaced ""15"""	{0} for {1} min {2} sec	{0} na {1} min {2} sek	{0} für {1} Min. {2} Sek.
durationSec	Text	"Shown at end of buff text with a duration such as ""+2 health every sec for 25 sec"" where
{0} is replaced with  ""+2 health every sec"" and
{1} is replaced with ""25"""	{0} for {1} sec	{0} na {1} sek	{0} für {1} Sek.
electrictyIconHoverDesc	Text	Shown when hovering over the electricity icon in buildings that require it	This building requires electricity	Ten budynek wymaga energii elektrycznej	Dieses Gebäude benötigt Elektrizität
emptySlot	Text		Empty slot	Pusty slot	Leerer Slot
enableGodMode	Text		Enable god mode	Włącz tryb boga	Gott-Modus aktivieren
enableWorldSimulation	Text		World paused	Świat wstrzymany	Welt pausiert
enterGameId	Text		Enter Game ID	Wprowadź identyfikator gry	Spiel-ID eingeben
enterHost	Text		Enter host IP address	Wprowadź adres IP hosta	Host-IP-Adresse eingeben
enterLabel	Text		Label...	Etykieta...	Label ...
enterName	Text	Hint shown on text input to enter name	Name...	Imię...	Name ...
enterPort	Text		Enter host port	Wprowadź port hosta	Host-Port eingeben
equipment	Text		Equipment	Wyposażenie	Ausrüstung
equipmentPreset1	Text		Equipment 1	Wyposażenie 1	Ausrüstung 1
equipmentPreset2	Text		Equipment 2	Wyposażenie 2	Ausrüstung 2
equipmentPreset3	Text		Equipment 3	Wyposażenie 3	Ausrüstung 3
exit	Text		Exit	Wyjście	Verlassen
experience	Text	{0} will be replaced with the current experience and {1} with the total experience requred to level up	Experience: {0}/{1}	Doświadczenie: {0}/{1}	Erfahrung: {0}/{1}
experienceGained	Text	{0} will be replaced with a number indicating the experience gained	+{0} xp	+{0} XP	+{0} XP
explosiveDamage	Text		{0}-{1} explosive damage	{0}-{1} obrażeń od eksplozji	{0}-{1} Explosivschaden
eyeColor	Text	Option to choose color of eyes	Eye color	Kolor oczu	Augenfarbe
food	Text		Food	Głód	Essen
foodFormat	Text	"{0} = food adjective,
{1} = food noun,
{2} = food type
Turns into for example ""Hearty Mushroom Soup"" when cooking Heart berries with mushrooms in the cooking pot."	{0} {1} {2}	{0} {1} {2}	{0} {1}-{2}
fullness	Text	"For example ""Fullness 159/500"", shown on items like water can"	Fullness: {0}/{1}	Wypełnienie: {0}/{1}	Inhalt: {0}/{1}
gainedItem	Text	Shown in chat when for example gaining a polished version of a ring when crafting where {0} is the name of the item	Gained {0}!	Zdobyto {0}!	{0} erhalten!
gainedSoul	Text		Gained soul of {0}!	Zdobyto duszę {0}!	Seele von {0} erhalten!
gameMenu	Text	Shown as title when opening the pause menu in game	Game Menu	Menu Gry	Spielmenü
gamepad	Text		Gamepad	Kontroler	Controller
gear	Text	As in equipment and tools, should be one word	Gear	Sprzęt	Zubehör
godModeOptionDesc	Text		"God mode features:
- Player can move through objects
- Player can destroy objects in one hit
- Items don't drop from destroyed objects
- Player can place objects faster
- Objects are not consumed when used "	"Cechy trybu Boga:
- Gracz może przechodzić przez obiekty
- Gracz może niszczyć obiekty jednym uderzeniem
- Przedmioty nie wypadają ze zniszczonych obiektów
- Gracz może szybciej umieszczać obiekty
- Obiekty nie są zużywane podczas używania"	"""Funktionen im Gott-Modus:
- Spieler kann sich durch Objekte hindurch bewegen
- Spieler kann Objekte mit einem Schlag zerstören
- Gegenstände droppen nicht von zerstörten Objekten
- Spieler kann Objekte schneller platzieren
- Objekte werden beim Benutzen nicht verbraucht""
"
graphicsAPIOption	Text	{0} will be replaced with the name of the graphics api	Play Core Keeper using {0}	Zagraj w Core Keeper używając {0}	Spiele Core Keeper mit {0}
hair	Text	Option to choose hair style	Hair	Włosy	Haar
hairColor	Text	Option to choose hair color	Hair color	Kolor włosów	Haarfarbe
hardcoreDeathMessage	Text		You died. Character has been lost.	Zginąłeś. Postać została utracona.	Du bist gestorben. Charakter ging verloren.
helmSlot	Text		Helm slot	Slot na hełm	Helm-Slot
hideCreativeUI	Text	"""UI"" should also be called ""UI"" when translated, as the button space it is shown own should be kept small and short."	Hide Creative UI	Ukryj kreatywne UI	UI ausblenden
high	Text		High	Wysoki	Hoch
holdToSkip	Text	"{0} is replaced with a button/key so for example ""Hold SPACE to skip"". This is used in intro slides of the game."	Hold {0} to skip intro	Przytrzymaj {0} aby pominąć intro	Halte {0}, um das Intro zu überspringen
holdToSkipOutro	Text	 [new]	Hold {0} to skip outro	Przytrzymaj {0}, aby pominąć outro	Halte {0} gedrückt, um das Intro zu überspringen
incubator	Text	As in an egg incubator	Incubator	Inkubator 	Brutkasten
infinity	Text		Infinity	Nieskończoność	Unendlichkeit
ingredients	Text		Ingredients:	Składniki:	Zutaten:
instrumentItem	Text	Shown as a tag text in the description of items that are instruments	Instrument	Instrument	Instrument
itemDescFormat	Text	"For example ""+3 Torch"""	+{0} {1}	+{0} {1}	+{0} {1}
joinTheGame	Text		Join	Dołącz	Beitreten
keyBackspace	Text		BACKSPACE	BACKSPACE	RÜCKTASTE
keyCtrl	Text		CTRL	CTRL	STRG
keyE	Text		E	E	E
keyEnter	Text		ENTER	ENTER	EINGABE
keyEsc	Text		ESC	ESC	ESC
keyItem	Text	Shown on items that are used as a key	Key item	Klucz	Schlüssel-Gegenstand
keyM	Text		M	M	M
keyRightCtrl	Text		RIGHT CTRL	PRAWY CTRL	STRG RECHTS
keyRightShift	Text		RIGHT SHIFT	PRAWY SHIFT	UMSCHALTTASTE RECHTS
keyShift	Text		SHIFT	SHIFT	UMSCHALTTASTE
keySpace	Text		SPACE	SPACJA	LEERTASTE
keyStart	Text	Name of the Start button on the gamepad	START	START	START
keyTab	Text		Tab	Tab	Tab
keyboard	Text		Keyboard	Klawiatura	Tastatur
lanternSlot	Text		Lantern slot	Slot na latarnię	Laternen-Slot
leaveTheGame	Text		Leave	Wyjdź	Verlassen
